43,Year,2011
44,Year,2007
45,Year,2014
46,Year,2009
47,Year,1996
48,Year,2004
49,Year,2007
50,Year,2014
1,Genre,Sports
2,Genre,Platform
3,Genre,Racing
4,Genre,Sports
5,Genre,Role-Playing
6,Genre,Puzzle
7,Genre,Platform
8,Genre,Misc
9,Genre,Platform
10,Genre,Shooter
11,Genre,Simulation
12,Genre,Racing
13,Genre,Role-Playing
14,Genre,Sports
15,Genre,Sports
16,Genre,Misc
17,Genre,Action
18,Genre,Action
19,Genre,Platform
20,Genre,Misc
21,Genre,Role-Playing
22,Genre,Platform
23,Genre,Platform
24,Genre,Action
25,Genre,Action
26,Genre,Role-Playing
27,Genre,Role-Playing
28,Genre,Puzzle
29,Genre,Racing
30,Genre,Shooter
31,Genre,Role-Playing
32,Genre,Shooter
33,Genre,Role-Playing
34,Genre,Shooter
35,Genre,Shooter
36,Genre,Shooter
37,Genre,Shooter
38,Genre,Shooter
39,Genre,Action
40,Genre,Fighting
41,Genre,Shooter
42,Genre,Simulation
43,Genre,Racing
44,Genre,Shooter
45,Genre,Action
46,Genre,Action
47,Genre,Platform
48,Genre,Racing
49,Genre,Platform
50,Genre,Role-Playing
1,Publisher,Nintendo
2,Publisher,Nintendo
3,Publisher,Nintendo
4,Publisher,Nintendo
5,Publisher,Nintendo
6,Publisher,Nintendo
7,Publisher,Nintendo
8,Publisher,Nintendo
9,Publisher,Nintendo
10,Publisher,Nintendo
11,Publisher,Nintendo
12,Publisher,Nintendo
13,Publisher,Nintendo
14,Publisher,Nintendo
15,Publisher,Nintendo
16,Publisher,Microsoft Game Studios
17,Publisher,Take-Two Interactive
18,Publisher,Take-Two Interactive
19,Publisher,Nintendo
20,Publisher,Nintendo
21,Publisher,Nintendo
22,Publisher,Nintendo
23,Publisher,Nintendo
24,Publisher,Take-Two Interactive
25,Publisher,Take-Two Interactive
26,Publisher,Nintendo
27,Publisher,Nintendo
28,Publisher,Nintendo
29,Publisher,Sony Computer Entertainment
30,Publisher,Activision
31,Publisher,Nintendo
32,Publisher,Activision
33,Publisher,Nintendo
34,Publisher,Activision
35,Publisher,Activision
36,Publisher,Activision
37,Publisher,Activision
38,Publisher,Activision
39,Publisher,Take-Two Interactive
40,Publisher,Nintendo
41,Publisher,Activision
42,Publisher,Nintendo
43,Publisher,Nintendo
44,Publisher,Microsoft Game Studios
45,Publisher,Take-Two Interactive
46,Publisher,Nintendo
47,Publisher,Nintendo
48,Publisher,Sony Computer Entertainment
49,Publisher,Nintendo
50,Publisher,Nintendo
1,NA_Sales,41.49
2,NA_Sales,29.08
3,NA_Sales,15.85
4,NA_Sales,15.75
5,NA_Sales,11.27
6,NA_Sales,23.2
7,NA_Sales,11.38
8,NA_Sales,14.03
9,NA_Sales,14.59
10,NA_Sales,26.93
11,NA_Sales,9.07
12,NA_Sales,9.81
13,NA_Sales,9.0
14,NA_Sales,8.94
15,NA_Sales,9.09
16,NA_Sales,14.97
17,NA_Sales,7.01
18,NA_Sales,9.43
19,NA_Sales,12.78
20,NA_Sales,4.75
21,NA_Sales,6.42
22,NA_Sales,10.83
23,NA_Sales,9.54
24,NA_Sales,9.63
25,NA_Sales,8.41
26,NA_Sales,6.06
27,NA_Sales,5.57
28,NA_Sales,3.44
29,NA_Sales,6.85
30,NA_Sales,9.03
31,NA_Sales,5.89
32,NA_Sales,9.67
33,NA_Sales,5.17
34,NA_Sales,5.77
35,NA_Sales,4.99
36,NA_Sales,8.25
37,NA_Sales,8.52
38,NA_Sales,5.54
39,NA_Sales,6.99
40,NA_Sales,6.75
41,NA_Sales,5.98
42,NA_Sales,2.55
43,NA_Sales,4.74
44,NA_Sales,7.97
45,NA_Sales,3.8
46,NA_Sales,4.4
47,NA_Sales,6.91
48,NA_Sales,3.01
49,NA_Sales,6.16
50,NA_Sales,4.23
1,EU_Sales,29.02
2,EU_Sales,3.58
3,EU_Sales,12.88
4,EU_Sales,11.01
5,EU_Sales,8.89
6,EU_Sales,2.26
7,EU_Sales,9.23
8,EU_Sales,9.2
9,EU_Sales,7.06
10,EU_Sales,0.63
11,EU_Sales,11.0
12,EU_Sales,7.57
13,EU_Sales,6.18
14,EU_Sales,8.03
15,EU_Sales,8.59
16,EU_Sales,4.94
17,EU_Sales,9.27
18,EU_Sales,0.4
19,EU_Sales,3.75
20,EU_Sales,9.26
21,EU_Sales,4.52
22,EU_Sales,2.71
23,EU_Sales,3.44
24,EU_Sales,5.31
25,EU_Sales,5.49
26,EU_Sales,3.9
27,EU_Sales,3.28
28,EU_Sales,5.36
29,EU_Sales,5.09
30,EU_Sales,4.28
31,EU_Sales,5.04
32,EU_Sales,3.73
33,EU_Sales,4.05
34,EU_Sales,5.81
35,EU_Sales,5.88
36,EU_Sales,4.3
37,EU_Sales,3.63
38,EU_Sales,5.82
39,EU_Sales,4.51
40,EU_Sales,2.61
41,EU_Sales,4.44
42,EU_Sales,3.52
43,EU_Sales,3.91
44,EU_Sales,2.83
45,EU_Sales,5.81
46,EU_Sales,2.77
47,EU_Sales,2.85
48,EU_Sales,0.01
49,EU_Sales,3.4
50,EU_Sales,3.37
1,JP_Sales,3.77
2,JP_Sales,6.81
3,JP_Sales,3.79
4,JP_Sales,3.28
5,JP_Sales,10.22
6,JP_Sales,4.22
7,JP_Sales,6.5
8,JP_Sales,2.93
9,JP_Sales,4.7
10,JP_Sales,0.28
11,JP_Sales,1.93
12,JP_Sales,4.13
13,JP_Sales,7.2
14,JP_Sales,3.6
15,JP_Sales,2.53
16,JP_Sales,0.24
17,JP_Sales,0.97
18,JP_Sales,0.41
19,JP_Sales,3.54
20,JP_Sales,4.16
21,JP_Sales,6.04
22,JP_Sales,4.18
23,JP_Sales,3.84
24,JP_Sales,0.06
25,JP_Sales,0.47
26,JP_Sales,5.38
27,JP_Sales,5.65
28,JP_Sales,5.32
29,JP_Sales,1.87
30,JP_Sales,0.13
31,JP_Sales,3.12
32,JP_Sales,0.11
33,JP_Sales,4.34
34,JP_Sales,0.35
35,JP_Sales,0.65
36,JP_Sales,0.07
37,JP_Sales,0.08
38,JP_Sales,0.49
39,JP_Sales,0.3
40,JP_Sales,2.66
41,JP_Sales,0.48
42,JP_Sales,5.33
43,JP_Sales,2.67
44,JP_Sales,0.13
45,JP_Sales,0.36
46,JP_Sales,3.96
47,JP_Sales,1.91
48,JP_Sales,1.1
49,JP_Sales,1.2
50,JP_Sales,3.08
1,Other_Sales,8.46
2,Other_Sales,0.77
3,Other_Sales,3.31
4,Other_Sales,2.96
5,Other_Sales,1.0
6,Other_Sales,0.58
7,Other_Sales,2.9
8,Other_Sales,2.85
9,Other_Sales,2.26
10,Other_Sales,0.47
11,Other_Sales,2.75
12,Other_Sales,1.92
13,Other_Sales,0.71
14,Other_Sales,2.15
15,Other_Sales,1.79
16,Other_Sales,1.67
17,Other_Sales,4.14
18,Other_Sales,10.57
19,Other_Sales,0.55
20,Other_Sales,2.05
21,Other_Sales,1.37
22,Other_Sales,0.42
23,Other_Sales,0.46
24,Other_Sales,1.38
25,Other_Sales,1.78
26,Other_Sales,0.5
27,Other_Sales,0.82
28,Other_Sales,1.18
29,Other_Sales,1.16
30,Other_Sales,1.32
31,Other_Sales,0.59
32,Other_Sales,1.13
33,Other_Sales,0.79
34,Other_Sales,2.31
35,Other_Sales,2.52
36,Other_Sales,1.12
37,Other_Sales,1.29
38,Other_Sales,1.62
39,Other_Sales,1.3
40,Other_Sales,1.02
41,Other_Sales,1.83
42,Other_Sales,0.88
43,Other_Sales,0.89
44,Other_Sales,1.21
45,Other_Sales,2.02
46,Other_Sales,0.77
47,Other_Sales,0.23
48,Other_Sales,7.53
49,Other_Sales,0.76
50,Other_Sales,0.65
1,Global_Sales,82.74
2,Global_Sales,40.24
3,Global_Sales,35.82
4,Global_Sales,33.0
5,Global_Sales,31.37
6,Global_Sales,30.26
7,Global_Sales,30.01
8,Global_Sales,29.02
9,Global_Sales,28.62
10,Global_Sales,28.31
11,Global_Sales,24.76
12,Global_Sales,23.42
13,Global_Sales,23.1
14,Global_Sales,22.72
15,Global_Sales,22.0
16,Global_Sales,21.82
17,Global_Sales,21.4
18,Global_Sales,20.81
19,Global_Sales,20.61
20,Global_Sales,20.22
21,Global_Sales,18.36
22,Global_Sales,18.14
23,Global_Sales,17.28
24,Global_Sales,16.38
25,Global_Sales,16.15
26,Global_Sales,15.85
27,Global_Sales,15.32
28,Global_Sales,15.3
29,Global_Sales,14.98
30,Global_Sales,14.76
31,Global_Sales,14.64
32,Global_Sales,14.64
33,Global_Sales,14.35
34,Global_Sales,14.24
35,Global_Sales,14.03
36,Global_Sales,13.73
37,Global_Sales,13.51
38,Global_Sales,13.46
39,Global_Sales,13.1
40,Global_Sales,13.04
41,Global_Sales,12.73
42,Global_Sales,12.27
43,Global_Sales,12.21
44,Global_Sales,12.14
45,Global_Sales,11.98
46,Global_Sales,11.9
47,Global_Sales,11.89
48,Global_Sales,11.66
49,Global_Sales,11.52
50,Global_Sales,11.33
